Filename,Segment,WC,WPS,Sixltr,Dic,function,pronoun,ppron,i,we,you,shehe,they,youpl,ipron,prep,auxverb,adverb,conj,negate,quanunit,prepend,specart,particle,modal_pa,general_pa,compare,interrog,number,quant,affect,posemo,negemo,anx,anger,sad,social,family,friend,female,male,cogproc,insight,cause,discrep,tentat,certain,differ,percept,see,hear,feel,bio,body,health,sexual,ingest,drives,affiliation,achieve,power,reward,risk,tensem,focuspast,focuspresent,focusfuture,progm,relativ,motion,space,time,work,leisure,home,money,relig,death,informal,swear,netspeak,assent,nonflu,filler,AllPunc,Period,Comma,QMark,Exclam,Apostro,OtherP,Emoji
student creation.txt,1,46520,304.05,0.07,67.16,43.23,7.82,6.07,2.03,0.25,0.82,2.71,0.23,0.03,1.75,4.88,3.78,7.79,2.48,1.79,1.37,2.29,1.2,11.96,0.45,11.51,3.45,0.66,0.72,1.68,5.73,2.52,2.43,0.46,0.48,0.43,8.67,0.66,0.16,0.47,0.32,12.18,4.79,1.34,1.8,2.09,1.82,1.99,4.79,1.73,1.3,1,2.61,1.38,0.73,0.22,0.54,5.49,1.12,1.3,2.39,0.51,1.03,6.09,0.8,1.96,1.09,2.41,15.14,3.8,7.7,7.23,1.25,0.99,0.55,0.21,0.19,0.24,4.4,0.08,0.31,2.84,0.54,0.79,4.94,1.1,0.01,0.04,0.07,0.08,3.64,0
